Customer Name,SurveyID for external use (e.g. tech support),Club's Name,Social Media Source,Creation Date,Comment,Overall Score
**,u9p7kt1yxfscu625wtxtruve,Cheshunt Brookfield Shopping Park,Instagram,02/26/25 23:34,Doctor specialized in cardiology and provided detailed advice for my condition.,3
**,rb51d7pstft8c1mvbiaqbf8v,Liverpool Care Center,Instagram,11/25/24 22:09,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,i4fh6yd46h6hz0lke9613h0v,Manchester Health Hub,Twitter,05/04/24 22:58,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,4z6m2mj5s6qeswjdccqr9mt0,Los Angeles Center,Instagram,06/02/25 23:47,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,t8or248r75xq1io1u00th8q2,Birmingham Wellness,Google Reviews,07/11/24 00:46,"Nurse was rude and dismissive, barely answered my questions.",4
**,umfhcbmtsxc4f08c3j1ze29o,Leeds City Centre North,Twitter,05/17/24 02:02,"Waiting time was minimal, I was seen within 10 minutes of arrival.",4
**,zex4hk1vwhcdzzds4c7841xp,Miami Wellness,Facebook,03/03/25 18:10,"Treatment quality was exceptional, the doctor explained every step clearly.",1
**,l4gqkt3vdjmo46763thbd2c6,Chicago Health Hub,Instagram,11/12/24 10:03,"Communication was clear and timely, received all updates via SMS and email.",3
**,e51f9z11i5byxgl80tkowol7,Birmingham Wellness,Instagram,01/17/24 11:00,Doctor specialized in cardiology and provided detailed advice for my condition.,3
**,c7x6zrqg4qb4ed9po6k2e8xp,Cheshunt Brookfield Shopping Park,Google Reviews,09/11/24 22:55,Doctor specialized in cardiology and provided detailed advice for my condition.,5
**,gt3pq1ayppfno1xxy8kkbwys,Los Angeles Center,Google Reviews,08/10/25 23:39,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",5
**,bwz626qkbp43bavn8g52hnpu,Manchester Health Hub,Instagram,04/26/25 10:26,"Waiting times were too long, had to wait over an hour past my scheduled time.",2
**,swf1kh29bpsg64qb13fo8ztp,London Holborn,Facebook,08/12/25 13:44,Nurse was extremely friendly and made me feel comfortable during the procedure.,3
**,mwi003sjaoa3fh503dh5khjy,Chicago Health Hub,Instagram,12/05/24 04:52,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,skchn1487nxsqysozjdbr39u,Liverpool Care Center,Google Reviews,04/13/24 11:13,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",3
**,cb7eff1kg5teyw531nm9wkhm,Liverpool Care Center,Facebook,11/28/24 21:16,Prices for the consultation were too high compared to other clinics.,3
**,y16nmztpbll6aj7u4ag75d25,Leeds City Centre North,Instagram,03/14/24 14:15,"Communication was clear and timely, received all updates via SMS and email.",5
**,kxxg8acue7yp05yrd9qtho7z,Los Angeles Center,Instagram,10/16/24 15:41,"Waiting times were too long, had to wait over an hour past my scheduled time.",4
**,9logq4rlotvb7g47ewjsrj84,Liverpool Care Center,Instagram,06/14/24 23:08,Doctor specialized in cardiology and provided detailed advice for my condition.,1
**,h803e1yvhqr6ui2kof8oy60p,Chicago Health Hub,Google Reviews,04/02/24 05:22,Prices for the consultation were too high compared to other clinics.,3
**,cqrdmdlxx6icwo2yx2zusn0i,Liverpool Care Center,Twitter,03/13/24 13:24,Prices for the consultation were too high compared to other clinics.,4
**,8sd4oso5y5gsk1dhhv3465rs,Cambridge Leisure Park,Instagram,08/17/25 16:12,"Communication was clear and timely, received all updates via SMS and email.",1
**,80w8bq037zb3easf9r1x427d,Cambridge Leisure Park,Google Reviews,03/12/25 21:28,"Nurse was rude and dismissive, barely answered my questions.",2
**,aapk5wqbfyh3rtg052ahm4is,Manchester Health Hub,Twitter,02/02/24 05:37,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,0sui90dpwwa85fjgual9jbyb,Miami Wellness,Instagram,10/26/25 14:53,"Nurse was rude and dismissive, barely answered my questions.",2
**,calo4mwwgnpqz1mepy3xzdl4,Chicago Health Hub,Twitter,08/05/25 21:09,"Treatment quality was exceptional, the doctor explained every step clearly.",5
**,r5k3vy2jayylqo3rtwb77m5m,Los Angeles Center,Twitter,12/09/24 07:21,"Communication was clear and timely, received all updates via SMS and email.",1
**,qc5jjvdyfof4c4lkdwmd2n48,Dallas Care,Facebook,05/14/25 03:41,Prices for the consultation were too high compared to other clinics.,5
**,pp3c1cxpcbc5rchg8iqvas96,Cheshunt Brookfield Shopping Park,Facebook,08/28/24 02:53,Prices for the consultation were too high compared to other clinics.,5
**,qufzqp9ipsgzarh49kz3wbfc,Liverpool Care Center,Facebook,07/03/24 08:03,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,v47q6ucqwvr7p4vtz8nhezst,London Holborn,Facebook,02/12/24 11:56,Nurse was extremely friendly and made me feel comfortable during the procedure.,3
**,dt4rklw7b4oh62eklfzlsldk,London Holborn,Facebook,01/22/25 21:17,Prices for the consultation were too high compared to other clinics.,1
**,kk8qtgvq5l96g9jyni4nj3gs,Chicago Health Hub,Twitter,05/03/25 13:28,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,5rckd70na30uqtwsqcelcfyk,New York Clinic,Instagram,06/29/25 00:37,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",2
**,69hw2v6bcsu2j9c1e0hb56bk,Cambridge Leisure Park,Instagram,11/21/24 03:13,"Nurse was rude and dismissive, barely answered my questions.",2
**,djmaglo6mhhpvq25n57mdnvs,Leeds City Centre North,Instagram,03/26/25 12:24,"Treatment quality was exceptional, the doctor explained every step clearly.",3
**,agz7e8fateatlvi4v649c0f9,Liverpool Care Center,Facebook,06/26/25 04:52,Doctor specialized in cardiology and provided detailed advice for my condition.,1
**,qzit155qrf2401ftbk3ghjgw,Miami Wellness,Instagram,03/20/24 20:02,"Waiting time was minimal, I was seen within 10 minutes of arrival.",4
**,x13ur5wuc7vqm55susp5exe4,Miami Wellness,Google Reviews,12/26/24 06:37,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,e3i20tedefsfxvciw3twf8nk,Leeds City Centre North,Twitter,03/31/24 02:33,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,b4iciamcbe784drhqdj9e03p,Manchester Health Hub,Facebook,04/23/24 00:13,Prices for the consultation were too high compared to other clinics.,1
**,d6t8sr8itmh607qptwfhm9la,London Holborn,Facebook,07/01/24 09:45,Doctor specialized in cardiology and provided detailed advice for my condition.,1
**,ul5hycqhs6zf9xw2zutf71qb,Miami Wellness,Facebook,09/15/25 22:34,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,iosxbvwdxxip7ylhby22nq8m,Los Angeles Center,Google Reviews,04/06/24 07:21,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,dotvqv0wznb49igpxv6c48gn,Chicago Health Hub,Facebook,07/14/25 10:44,"Nurse was rude and dismissive, barely answered my questions.",1
**,9v2gyw3x1usj5od4al7566nm,Birmingham Wellness,Facebook,06/05/24 02:50,"Waiting times were too long, had to wait over an hour past my scheduled time.",4
**,712wji9pfqz2vq4d7s7yjlj0,Chicago Health Hub,Instagram,04/10/25 12:33,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,tgyuqacjashqz26uinypek00,New York Clinic,Google Reviews,08/21/24 22:07,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,xqaric4fsn3wiujeedxdamd4,Birmingham Wellness,Twitter,05/29/24 11:57,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",3
**,idyam1vv9627njkmonwz6shn,Birmingham Wellness,Facebook,10/07/25 21:12,Nurse was extremely friendly and made me feel comfortable during the procedure.,3
**,zhkotsz06oqj1ijx4sk99dtx,Birmingham Wellness,Google Reviews,11/05/24 21:38,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",1
**,7i3ef15mgqaht5y0oe3lahta,Los Angeles Center,Facebook,07/23/25 19:24,Prices for the consultation were too high compared to other clinics.,1
**,jnpon6w6xvd5ud84lv7mc2d5,Liverpool Care Center,Instagram,03/11/25 21:07,"Waiting times were too long, had to wait over an hour past my scheduled time.",3
**,bhepxqv8h1hd4z0bjae1yy12,Cheshunt Brookfield Shopping Park,Twitter,04/28/24 07:56,"Communication was clear and timely, received all updates via SMS and email.",3
**,2wfwkhv5w4tlc39hz65w4pub,London Holborn,Google Reviews,06/05/25 13:12,"Nurse was rude and dismissive, barely answered my questions.",1
**,s57lsvqkavssjafabuo3lz1n,Miami Wellness,Google Reviews,04/15/25 13:06,"Treatment quality was exceptional, the doctor explained every step clearly.",5
**,58cta6ydsi82umgxfwerd54s,London Holborn,Instagram,10/12/25 01:04,"Communication was clear and timely, received all updates via SMS and email.",3
**,l4xok6r8fnxu7l6ic5vgygfn,Cheshunt Brookfield Shopping Park,Facebook,09/06/24 10:42,Doctor specialized in cardiology and provided detailed advice for my condition.,3
**,xfqq51pqqgabbyoq8m4y2fa1,Los Angeles Center,Google Reviews,03/24/24 21:35,Doctor specialized in cardiology and provided detailed advice for my condition.,2
**,lucq814k2izngzy3rafz80uc,Los Angeles Center,Twitter,05/22/24 05:47,"Waiting times were too long, had to wait over an hour past my scheduled time.",5
**,0gou5dkqk5mn8csm2l67ijb9,Cheshunt Brookfield Shopping Park,Facebook,07/21/24 04:22,"Nurse was rude and dismissive, barely answered my questions.",4
**,3b4l5uv0c4dudgrrg7sf7n63,Miami Wellness,Instagram,01/26/25 14:33,Nurse was extremely friendly and made me feel comfortable during the procedure.,2
**,he2qk8000sosjzkrixpehq6b,Cambridge Leisure Park,Facebook,08/13/24 06:46,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,f02jsechvywj4px8wbpamj48,Cheshunt Brookfield Shopping Park,Instagram,01/08/25 22:25,"Treatment quality was exceptional, the doctor explained every step clearly.",4
**,4qzy8caotgpm64fnmqa03bgd,Chicago Health Hub,Facebook,04/06/24 21:38,"Treatment quality was exceptional, the doctor explained every step clearly.",2
**,cdhe5lbr3cxvhtsd0uv12k7p,Cheshunt Brookfield Shopping Park,Twitter,02/18/25 18:57,"Nurse was rude and dismissive, barely answered my questions.",1
**,wicu08v2grof8ykh47f14yjm,Los Angeles Center,Twitter,06/17/25 13:52,Doctor specialized in cardiology and provided detailed advice for my condition.,2
**,rubmehoxlhm0kw3a0ox36lgr,Dallas Care,Instagram,09/26/25 16:14,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,n3i74cjd6rgjtp4hwu15c0vt,London Holborn,Google Reviews,08/28/24 18:40,"Waiting time was minimal, I was seen within 10 minutes of arrival.",5
**,jrn5d8xdaikb2xx9galtj96m,Miami Wellness,Instagram,12/29/24 17:12,Doctor specialized in cardiology and provided detailed advice for my condition.,3
**,y4kx12q809k3xn70dzl85ise,Cambridge Leisure Park,Facebook,05/22/24 22:45,Prices for the consultation were too high compared to other clinics.,4
**,9afse7nq3s1d43xskmcwiy53,New York Clinic,Twitter,02/20/24 00:59,Prices for the consultation were too high compared to other clinics.,4
**,89cqqomw80ipju87c6h2l3hu,Cheshunt Brookfield Shopping Park,Google Reviews,02/17/24 23:04,"Waiting time was minimal, I was seen within 10 minutes of arrival.",5
**,8ed2fj388la0c3qqjcilm99m,Chicago Health Hub,Google Reviews,12/22/24 15:11,"Communication was clear and timely, received all updates via SMS and email.",5
**,tn4gogl9418z62uxnyuetwgz,New York Clinic,Instagram,02/05/25 17:00,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",1
**,pgctfyn1z0k8ccu3hc2t8p77,London Holborn,Instagram,01/24/24 07:24,"Nurse was rude and dismissive, barely answered my questions.",4
**,117g0qcbihgg6m3cjoyg36ua,Chicago Health Hub,Google Reviews,05/07/24 02:57,"Nurse was rude and dismissive, barely answered my questions.",3
**,jl6d5f8gd1fyeo7g48v2c9u0,Liverpool Care Center,Twitter,05/14/24 20:44,"Treatment quality was exceptional, the doctor explained every step clearly.",3
**,em79gjvzi5wvomdbno9mp55d,Cambridge Leisure Park,Facebook,08/22/24 03:26,Nurse was extremely friendly and made me feel comfortable during the procedure.,2
**,l1xkxj5vo38ssgdpdvlxlz1i,New York Clinic,Google Reviews,01/07/25 00:28,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",3
**,a0cvktmthsnvxzd35exjhy9e,Cambridge Leisure Park,Facebook,12/31/24 22:31,Prices for the consultation were too high compared to other clinics.,4
**,5drbz6bd5cp8a6qgepu63rk4,Liverpool Care Center,Google Reviews,07/19/24 05:37,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,gns8aejubj49feuxvyriwqbs,Cheshunt Brookfield Shopping Park,Instagram,10/21/25 23:44,"Treatment quality was exceptional, the doctor explained every step clearly.",2
**,zxk9tiol2loyr45uoufl0ath,Dallas Care,Google Reviews,12/16/24 13:39,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",5
**,dx3tw6nouw1dzsq12qxm2ebq,Birmingham Wellness,Twitter,01/14/25 09:23,Doctor specialized in cardiology and provided detailed advice for my condition.,4
**,gwr97wsh93l8w2fb4yo0ojix,Los Angeles Center,Facebook,12/05/24 13:02,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4
**,tezk2qx0r0lrzfc07qszwjdd,Birmingham Wellness,Google Reviews,09/20/24 11:32,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,6c77qx6mozi24go4snu2nbuc,Dallas Care,Twitter,04/14/24 12:55,"Nurse was rude and dismissive, barely answered my questions.",5
**,xzcwu4q09gfm6nj620zbverx,Cheshunt Brookfield Shopping Park,Facebook,11/26/24 14:11,"Waiting times were too long, had to wait over an hour past my scheduled time.",3
**,gq72glv63antnu7ioxmt5r5y,Miami Wellness,Twitter,04/20/24 19:06,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",2
**,zjgvjv0ynesap4vf6vpqjfmh,Manchester Health Hub,Instagram,12/25/24 12:07,"Nurse was rude and dismissive, barely answered my questions.",2
**,bcaitwrclamabjt8tsqxywzw,Manchester Health Hub,Facebook,04/17/24 22:02,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,45ddq4mwztnrqtb3han7wifk,Miami Wellness,Facebook,04/21/24 03:36,Prices for the consultation were too high compared to other clinics.,5
**,ofuw20j1hfmvmg6hxnqpm5v3,Leeds City Centre North,Facebook,12/17/24 11:19,"Treatment quality was exceptional, the doctor explained every step clearly.",3
**,pie962e25z37k2th796anxyx,Cheshunt Brookfield Shopping Park,Instagram,12/19/24 08:27,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",2
**,rqhcn3uznsemsstqkpc3dhyw,Leeds City Centre North,Facebook,03/01/25 18:10,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,ygssdrlrvhcp21gwr43bqfwt,Dallas Care,Twitter,02/16/24 00:58,Prices for the consultation were too high compared to other clinics.,1
**,bg4b0jcmfbwnf8tf9ucjwny0,Cheshunt Brookfield Shopping Park,Facebook,02/21/24 09:19,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",2
**,kwbqv92lb4mm4kmxo9fdvrc2,Leeds City Centre North,Twitter,09/27/24 06:30,Doctor specialized in cardiology and provided detailed advice for my condition.,5
**,dt0bkcypmliamsfvamfsnp6t,Cheshunt Brookfield Shopping Park,Twitter,10/31/25 01:42,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,vyp155t53l2kq8zlpcphjbun,London Holborn,Facebook,04/01/25 20:23,Nurse was extremely friendly and made me feel comfortable during the procedure.,3
**,e3zi2riz4mnsfe8u6n9qhhg4,Miami Wellness,Google Reviews,10/21/24 22:01,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,fu8jg2klr57amwixtlb25ozs,Liverpool Care Center,Facebook,08/16/25 06:34,"Nurse was rude and dismissive, barely answered my questions.",2
**,j1mq8bc2l5xuxqc5r5thydis,Chicago Health Hub,Twitter,07/11/25 20:17,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,q4picglzmg7mjmpqdjqux4hg,New York Clinic,Facebook,07/17/25 04:52,"Treatment quality was exceptional, the doctor explained every step clearly.",5
**,kzwrfzkefajdy75scaoxtz6k,Manchester Health Hub,Twitter,02/22/25 04:19,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,t3305fpxilj4qlio2nky98vx,Cambridge Leisure Park,Facebook,04/09/24 15:41,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,56meyfmoxqgkhc1c00slzaw8,Miami Wellness,Facebook,07/10/25 23:12,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4
**,egthvd03klkhzdj4xj0az2vv,Dallas Care,Instagram,09/29/24 13:09,"Communication was clear and timely, received all updates via SMS and email.",2
**,uwlfod2boqd653wwnjkg1uyd,Liverpool Care Center,Instagram,07/17/24 10:16,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,auc70tpeah72tuwdkkl1fv4k,Cheshunt Brookfield Shopping Park,Twitter,03/18/24 01:57,Doctor specialized in cardiology and provided detailed advice for my condition.,5
**,txo828go7v9mtxe9tv9fgo78,Liverpool Care Center,Google Reviews,11/27/24 03:21,"Communication was clear and timely, received all updates via SMS and email.",1
**,c0dk5w66q1majl1kiu358eil,Birmingham Wellness,Facebook,08/02/25 23:55,"Nurse was rude and dismissive, barely answered my questions.",4
**,qypdfhaqerl5936rouvi3g6m,Cambridge Leisure Park,Facebook,03/16/25 04:28,"Communication was clear and timely, received all updates via SMS and email.",1
